구분,주소(지번) (addr),주소(도로명) (addr_road),주소(상세) (addr_detail),상세위치 (location_detail),계량기 타입 (meter_type),충전시간 (charging_time),로밍회원 충전여부 (roaming_yn),충전전력량(합계) (charging_kwh),charging_time_td,charging_hour,charging_speed_kwh_per_hour
323,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,13:45:19,n,56.238,0 days 13:45:19,13.755277777777778,4.088467053050344
324,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:28:43,n,47.34,0 days 00:28:43,0.4786111111111111,98.91120139291934
325,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:17:28,n,34.98,0 days 00:17:28,0.2911111111111111,120.16030534351144
326,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,4:11:35,n,7.11,0 days 04:11:35,4.1930555555555555,1.6956608148393508
327,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:17:39,n,85.78,0 days 01:17:39,1.2941666666666667,66.28203477141017
328,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,8:25:37,n,48.531,0 days 08:25:37,8.426944444444445,5.7590269308105615
329,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:51:45,n,19.0,0 days 00:51:45,0.8625,22.028985507246375
330,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,7:11:35,n,34.865,0 days 07:11:35,7.1930555555555555,4.847036107356633
331,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:15:10,n,35.801,0 days 05:15:10,5.252777777777778,6.815631940772078
332,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:35:12,n,30.78,0 days 00:35:12,0.5866666666666667,52.46590909090909
333,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,6:39:26,n,42.421,0 days 06:39:26,6.657222222222222,6.372177251105733
334,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,4:18:18,y,15.744,0 days 04:18:18,4.305,3.6571428571428575
335,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:43:09,n,16.17,0 days 00:43:09,0.7191666666666666,22.484356894553887
336,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:58:57,n,57.15,0 days 00:58:57,0.9825,58.167938931297705
337,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:16:33,y,19.72,0 days 00:16:33,0.2758333333333333,71.49244712990937
338,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:39:10,n,34.82,0 days 00:39:10,0.6527777777777778,53.34127659574468
339,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:40:36,n,24.981,0 days 03:40:36,3.6766666666666667,6.794469628286492
340,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:12:15,y,7.15,0 days 00:12:15,0.20416666666666666,35.02040816326531
341,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,21:14:16,n,58.928,0 days 21:14:16,21.23777777777778,2.7746782463116038
342,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:15:45,n,14.38,0 days 00:15:45,0.2625,54.78095238095238
343,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:07:01,n,13.305,0 days 03:07:01,3.1169444444444445,4.268603511273505
344,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:03,y,43.61,0 days 00:33:03,0.5508333333333333,79.17095310136158
345,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:41:42,n,40.92,0 days 00:41:42,0.695,58.87769784172662
346,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:22:50,n,19.46,0 days 00:22:50,0.38055555555555554,51.135766423357666
347,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,0:00:30,n,0.035,0 days 00:00:30,0.008333333333333333,4.2
348,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,0:09:06,n,0.994,0 days 00:09:06,0.15166666666666667,6.553846153846154
349,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,1:28:52,n,10.166,0 days 01:28:52,1.481111111111111,6.863765941485372
350,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,8:31:54,n,42.326,0 days 08:31:54,8.531666666666666,4.961047079507717
351,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:27,n,21.68,0 days 00:33:27,0.5575,38.88789237668161
352,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:41:51,n,79.5,0 days 01:41:51,1.6975,46.833578792341676
353,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:25:22,n,20.53,0 days 00:25:22,0.42277777777777775,48.55978975032852
354,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,13:57:20,n,35.737,0 days 13:57:20,13.955555555555556,2.5607722929936307
355,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:41:10,n,39.56,0 days 00:41:10,0.6861111111111111,57.658299595141706
356,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:08:32,y,10.139,0 days 05:08:32,5.142222222222222,1.971715643906655
357,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:08:19,n,82.84,0 days 01:08:19,1.138611111111111,72.75530617223714
358,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:29:51,y,37.852,0 days 05:29:51,5.4975,6.88531150522965
359,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:30:57,y,13.45,0 days 00:30:57,0.5158333333333334,26.074313408723746
360,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:01:49,y,71.09,0 days 01:01:49,1.0302777777777778,69.00080884335401
361,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:04:07,y,5.24,0 days 00:04:07,0.06861111111111111,76.37246963562754
362,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:01:23,y,1.37,0 days 00:01:23,0.023055555555555555,59.42168674698796
363,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:28:06,y,26.87,0 days 00:28:06,0.4683333333333333,57.37366548042705
364,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,1:49:10,n,12.113,0 days 01:49:10,1.8194444444444444,6.657526717557252
365,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,54:46:01,n,72.401,2 days 06:46:01,54.76694444444445,1.3219835565857343
366,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,22:36:38,n,64.666,0 days 22:36:38,22.610555555555557,2.8599916459863874
367,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:54:30,y,69.17,0 days 00:54:30,0.9083333333333333,76.15045871559633
368,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:53:59,n,30.98,0 days 00:53:59,0.8997222222222222,34.43284964495215
369,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:18:24,y,19.28,0 days 00:18:24,0.30666666666666664,62.86956521739131
370,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,25:09:15,n,35.952,1 days 01:09:15,25.154166666666665,1.4292661918171277
371,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:59:37,n,69.5,0 days 00:59:37,0.9936111111111111,69.94688286273413
372,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:08:42,n,12.72,0 days 00:08:42,0.145,87.72413793103449
373,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:49,n,51.0,0 days 00:32:49,0.5469444444444445,93.24530218384967
374,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:03:10,n,25.474,0 days 05:03:10,5.052777777777778,5.0415832875206155
375,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:03:03,n,33.946,0 days 05:03:03,5.050833333333333,6.72087114337568
376,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:25:12,n,31.06,0 days 00:25:12,0.42,73.95238095238095
377,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,2:27:41,y,7.554,0 days 02:27:41,2.461388888888889,3.068998984313283
378,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:02:09,n,61.9,0 days 01:02:09,1.0358333333333334,59.7586484312148
379,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,,,,,,
380,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,1:45:45,n,11.893,0 days 01:45:45,1.7625,6.747801418439717
381,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,1:45:13,y,12.063,0 days 01:45:13,1.753611111111111,6.878948202122605
382,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,25:34:27,n,57.689,1 days 01:34:27,25.574166666666667,2.2557528756231875
383,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:57:11,n,58.3,0 days 00:57:11,0.9530555555555555,61.17167006703585
384,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,9:25:25,n,62.914,0 days 09:25:25,9.42361111111111,6.676209285187915
385,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,9:30:52,n,33.283,0 days 09:30:52,9.514444444444445,3.4981548522714
386,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:12:41,n,24.09,0 days 00:12:41,0.21138888888888888,113.96057818659659
387,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:36:20,y,39.53,0 days 00:36:20,0.6055555555555555,65.27889908256881
388,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:56:39,n,81.62,0 days 00:56:39,0.9441666666666667,86.44660194174757
389,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:07:50,n,13.683,0 days 03:07:50,3.1305555555555555,4.370789707187223
390,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:29:18,y,26.17,0 days 00:29:18,0.48833333333333334,53.59044368600683
391,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:31:06,n,43.91,0 days 00:31:06,0.5183333333333333,84.71382636655949
392,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,14:10:51,n,9.523,0 days 14:10:51,14.180833333333334,0.6715402244814009
393,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:20:47,n,63.79,0 days 01:20:47,1.3463888888888889,47.37858469156179
394,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,27:53:30,n,68.039,1 days 03:53:30,27.891666666666666,2.439402449955184
395,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:31:42,n,21.34,0 days 00:31:42,0.5283333333333333,40.39116719242902
396,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:13,n,41.4,0 days 00:32:13,0.5369444444444444,77.10294878427315
397,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:47:49,y,58.01,0 days 00:47:49,0.7969444444444445,72.79051934471941
398,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:47,y,33.84,0 days 00:33:47,0.5630555555555555,60.10064134188457
399,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,159:27:01,n,48.11,6 days 15:27:01,159.45027777777779,0.3017241529491081
400,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:09:46,y,80.43,0 days 01:09:46,1.1627777777777777,69.17056856187293
401,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:23:31,n,14.66,0 days 00:23:31,0.39194444444444443,37.40326009922041
402,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:19,y,24.06,0 days 00:33:19,0.5552777777777778,43.329664832416206
403,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:23:14,n,37.553,0 days 05:23:14,5.387222222222222,6.970753841394245
404,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:51:38,n,67.92,0 days 00:51:38,0.8605555555555555,78.92575855390575
405,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:04:24,y,4.26,0 days 00:04:24,0.07333333333333333,58.090909090909086
406,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,4:05:40,y,28.173,0 days 04:05:40,4.094444444444444,6.88078697421981
407,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:34:00,y,29.31,0 days 00:34:00,0.5666666666666667,51.7235294117647
408,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:43,n,18.35,0 days 00:32:43,0.5452777777777778,33.652572592969946
409,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:13:09,y,102.06,0 days 01:13:09,1.2191666666666667,83.71291866028707
410,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:20:58,y,31.98,0 days 01:20:58,1.3494444444444444,23.698641416220667
411,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:57:47,n,40.51,0 days 05:57:47,5.963055555555556,6.79349699538827
412,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:39:31,y,34.35,0 days 00:39:31,0.6586111111111111,52.15520877266976
413,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:10:14,y,11.55,0 days 00:10:14,0.17055555555555554,67.7198697068404
414,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:24:13,n,51.73,0 days 00:24:13,0.4036111111111111,128.16792842395046
415,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:25:07,y,30.07,0 days 00:25:07,0.4186111111111111,71.83278035832781
416,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:45:04,n,25.745,0 days 03:45:04,3.7511111111111113,6.863299763033175
417,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:04:06,n,67.71,0 days 01:04:06,1.0683333333333334,63.37909516380655
418,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:42:56,n,40.07,0 days 00:42:56,0.7155555555555555,55.99844720496895
419,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:22:27,n,33.94,0 days 00:22:27,0.37416666666666665,90.70824053452115
420,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:22:24,n,94.03,0 days 01:22:24,1.3733333333333333,68.46844660194175
421,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:25:03,n,17.11,0 days 00:25:03,0.4175,40.982035928143716
422,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:48:08,n,34.16,0 days 05:48:08,5.802222222222222,5.88739946380697
423,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:58:19,n,67.75,0 days 00:58:19,0.9719444444444445,69.70563018005144
424,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:42,n,42.88,0 days 00:33:42,0.5616666666666666,76.34421364985164
425,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:26:11,n,34.54,0 days 00:26:11,0.4363888888888889,79.14958625079566
426,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,4:29:00,y,30.722,0 days 04:29:00,4.483333333333333,6.852490706319703
427,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:01:10,n,19.982,0 days 03:01:10,3.0194444444444444,6.617773689052438
428,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:07:46,n,21.601,0 days 03:07:46,3.1294444444444443,6.902503106692704
429,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:29:50,n,51.63,0 days 00:29:50,0.49722222222222223,103.83687150837989
430,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:51:38,n,72.62,0 days 00:51:38,0.8605555555555555,84.38734667527439
431,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,3:04:02,n,20.403,0 days 03:04:02,3.067222222222222,6.65194711103061
432,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,16:29:16,n,45.208,0 days 16:29:16,16.48777777777778,2.741909832198935
433,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:01:42,n,2.06,0 days 00:01:42,0.028333333333333332,72.70588235294119
434,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,10:45:45,n,28.519,0 days 10:45:45,10.7625,2.6498490127758423
435,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:17:09,n,20.55,0 days 00:17:09,0.28583333333333333,71.89504373177843
436,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:22:46,y,11.46,0 days 00:22:46,0.3794444444444444,30.202049780380676
437,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:11:19,y,11.12,0 days 00:11:19,0.18861111111111112,58.95729013254786
438,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:00:46,y,0.56,0 days 00:00:46,0.012777777777777779,43.82608695652174
439,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:26:44,n,32.72,0 days 00:26:44,0.44555555555555554,73.43640897755611
440,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:24,n,45.69,0 days 00:32:24,0.54,84.6111111111111
441,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:35:28,y,40.28,0 days 00:35:28,0.5911111111111111,68.14285714285714
442,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:16:28,y,19.73,0 days 00:16:28,0.27444444444444444,71.89068825910931
443,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:55:34,n,68.27,0 days 00:55:34,0.9261111111111111,73.71685662867426
444,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:45:13,y,44.73,0 days 00:45:13,0.7536111111111111,59.354220420199034
445,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:22:45,y,23.78,0 days 00:22:45,0.37916666666666665,62.71648351648352
446,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,10:37:51,y,13.779,0 days 10:37:51,10.630833333333333,1.2961354550442894
447,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,5:08:38,n,35.192,0 days 05:08:38,5.143888888888889,6.841516362458148
448,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,4:17:07,y,23.325,0 days 04:17:07,4.285277777777778,5.4430543851688595
449,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:46:19,n,53.83,0 days 00:46:19,0.7719444444444444,69.73299748110831
450,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:24:24,n,29.63,0 days 00:24:24,0.4066666666666667,72.86065573770492
451,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,96:55:38,n,66.757,4 days 00:55:38,96.92722222222223,0.688733242008609
452,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:23:48,y,28.53,0 days 00:23:48,0.39666666666666667,71.92436974789916
453,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:21:11,n,29.65,0 days 00:21:11,0.35305555555555557,83.98111723052713
454,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,23:09:49,n,57.717,0 days 23:09:49,23.163611111111113,2.4917099377615752
455,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:41:50,n,48.01,0 days 00:41:50,0.6972222222222222,68.85896414342629
456,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:36:58,y,43.78,0 days 00:36:58,0.6161111111111112,71.05861136158701
457,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:36,y,29.86,0 days 00:32:36,0.5433333333333333,54.95705521472392
458,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:19:03,n,23.16,0 days 00:19:03,0.3175,72.94488188976378
459,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,70:28:58,n,11.693,2 days 22:28:58,70.48277777777778,0.1658986828933782
460,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,1:26:44,n,53.56,0 days 01:26:44,1.4455555555555555,37.05149884704074
461,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:30:24,y,36.72,0 days 00:30:24,0.5066666666666667,72.4736842105263
462,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,AC완속,8:05:38,n,45.722,0 days 08:05:38,8.09388888888889,5.648953256915368
463,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:29:45,n,19.2,0 days 00:29:45,0.49583333333333335,38.72268907563025
464,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:32:04,n,29.38,0 days 00:32:04,0.5344444444444445,54.97297297297297
465,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:33:36,n,25.74,0 days 00:33:36,0.56,45.96428571428571
466,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:45:46,y,15.34,0 days 00:45:46,0.7627777777777778,20.110706482155862
467,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:34:07,n,28.47,0 days 00:34:07,0.5686111111111111,50.06936980947729
468,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:37:42,n,31.1,0 days 00:37:42,0.6283333333333333,49.49602122015916
469,전남 나주시 빛가람동 188,전남 나주시 빛가람로 661,한전kdn 지상주차장,지상 1층,DC콤보,0:03:51,n,4.08,0 days 00:03:51,0.06416666666666666,63.58441558441559
